단어명	영문약어	영문명	형식단어	도메인	표준여부	설명
수집	CLCT	Collection	N		Y	蒐集. 취미나 연구를 위하여 여러 가지 물건이나 재료를 찾아 모음. 또는 그 물건이나 재료
수집처	GTPL	GATHERING PLACE	N		N	자료를 수집하는 부처
수취인	ADDRSE	Addressee	N		Y	受取人. 서류나 물건을 받는 사람
수행	FLFMT	Fulfillment	N		Y	遂行. 생각하거나 계획한 대로 일을 해냄
수험자	EXMNE	Examinee	N		Y	受驗者. 시험을 치르는 사람
순번	SEQ	SEQUENCIAL NUMBER	Y	번호	N	順番
 순서대로 매겨지는 번호.
순번호	CLNO	CELL NUMBER	Y		N	예) 서고관리 - 순번호, 셀(순)번호
순위	RANK	RANK	Y		Y	順位 어떤 기준에 의한 순번에 따라 정해진 위치나 지위
스캐닝	SCNN	SCANNING	N		N	비전자 기록물을 이미지(화상) 형태로 컴퓨터에 입력하여 디지털화하는 것
스캐닝실	SCRM	SCANNING ROOM	N		N	기록물을 광디스크에 수록·저장하거나 기타 서비스 등의 활용을 위하여 기록물 스캐닝 업무를 
스캔	SCAN	SCAN	N		Y	그림?사진 따위를 이전 부호로 변환하여 하나의 파일로 저장하는 일
스케줄	SCHD	SCHEDULE	N		Y	시간에 따라 구체적으로 세운 계획.
스케줄링	SCHR	SCHEDULING	N		N	일정계획. 일정을 계획하여 잡음
스키마	SCM	SCHEMA	N		N	일반적으로 메타데이터의 사용과 관리, 특히 의미론, 구문론, 설정값(강제 수준)에 관한 규
습도	HD	HUMIDITY	N		Y	濕度
 공기 가운데 수증기가 들어 있는 정도. 공기가 포함할 수 있는 최대 수증기의 양은 
승강기	ELVTR	Elevator	N		Y	昇降機. 동력을 사용하여 사람이나 화물을 아래위로 나르는 장치
승용	PSNGR	Passenger	N		Y	乘用. 사람이 타고 다니는 데 씀. 또는 그런 것
승인	APRV	Approval	N		Y	承認. 어떤 사실을 마땅하다고 받아들임. 어떤 특정한 행위에 대하여 행하는 승낙이나 동의
승인자	AUTZR	Authorizer	N		Y	承認者. 승인을 하는 권한을 가졌거나 승인을 한 사람이나 조직
승차정원	RDCPCT	Ride Capacity	N		Y	乘車定員. 자동차에 승차할 수 있도록 허용된 최대인원(운전자를 포함한다)을 말한다.
시각	TM	Time	Y	시분초	Y	時刻. 시간상의 한 순간을 시, 분, 초로 표기. 시간의 어느 한 시점
시간	HR	Hour	Y	시분초	Y	時間. 어떤 시각에서 어떤 시각까지의 사이
시공자	BLDR	Builder	N		Y	施工者. 공사를 맡아서 행하는 사람 또는 회사
시군	SIGUN	Si/Gun	N		Y	市郡. 시와 군을 아울러 이르는 말
시군구	SGG	Si/Gun/Gu	N		Y	市郡區. 행정 구역 단위인 ‘시’와, ‘군’과, ‘구’를 아울러 이르는 말
시기	MMT	MOMENT	N		N	時期
 어떤 일이나 현상이 진행되는 시점.
시대	ERA	ERA	N		N	역사적으로 어떤 표준에 의하여 구분한 일정한 기간.  지금 있는 그 시기. 또는 문제가 되
시도	CTPV	Cities And Provinces	N		Y	市道. 행정 구역으로 나눈 시와 도
시도	ATPT	ATTEMPT	N		N	試圖 어떤 것을 이루어 보려고 계획하거나 행동함.
시료	SPCM	Specimen	N		Y	試料. 시험, 검사, 분석 따위에 쓰는 물질이나 생물
시뮬레이션	SMLT	SIMULATION	N		Y	복잡한 문제나 사회 현상 따위를 해석하고 해결하기 위하여 실제와 비슷한 모형을 만들어 모의
시분초	STM	Specific Time	N		N	時刻
 시분초
시상	PRZ	PRIZE	N		N	상, 상품, 상을 주는 것
시설	FCLT	Facilities	N		Y	施設. 도구, 기계, 장치 따위를 베풀어 설비함. 또는 그런 설비
시설면적	FCAR	Facility Area	Y	면적	Y	施設面積. 하나의 부지 안에 있는 바닥 면적으로, 주차를 위한 바닥 면적을 제외하고, 공용
시소러스	THE	THESAURUS	N		N	키워드들 간의 계층관계와 동의어, 관련어 등을 설정하고 구조화한 어휘집
시스템	SYS	System	N		Y	System. 필요한 기능을 실현하기 위하여 관련 요소를 어떤 법칙에 따라 조합한 집합체
시작	BGNG	Beginning	N		Y	始作. 어떤 일이나 행동의 처음 단계를 이루거나 그렇게 하게 함. 또는 그 단계
시점	PNTM	POINT TIME	N		Y	時點
 시간의 흐름 가운데 어느 한 순간.
시점확인시스템	TSA	TIME-STAMPING AUTHORITY	N		N	행위의 시점을 기만하거나 부인하지 못하도록 공인된 현재시점 정보(타임스탬프)를 제공하는 기
시점확인정보	TST	TIMESTAMP TOKEN	N		N	전자기록물이 해당 공공기관에 제시된 시점을 확인한 정보.  

비고 행위의 시점을 기만하거
시청각	AUDV	AUDIOVISUAL	N		Y	시ː청?각(視聽覺)[명사] ‘시각’과 ‘청각’을 아울러 이르는 말.
시청각기록물	ADR	AUDIOVISUAL RECORDS	N		N	매체의 유형과 상관없이 영상이나 음성으로 저장·재생되는 기록물

비고 사진, 필름류, 녹음
시청각기록물보존현황	ADRPRST	ADR PRSR CRST	N		N	
시청각기록물생산현황	ADRPRDC	ADR PRDCRST	N		N	
시청각기록물작업실	ADRM	AUDIOVISUAL RECORDS 
WORKROOM	N		N	시청각기록물의 매체별 디지털화ㆍ매체변환ㆍ보존처리ㆍ복원을 통해 원본기록물의 보존성 및 활용성
시트	SHT	SHEET	N		N	서류철, 표 등의 시트
시행	ENFC	Enforcement	N		Y	施行. 실지로 행함. 법령을 공포한 뒤에 그 효력을 실제로 발생시키는 일
시행자	DVLR	Developer	N		Y	施行者. 일이나 사업 따위를 실지로 행하는 개인이나 사업자
시험	TEST	Test	N		Y	試驗. 재능이나 실력 따위를 일정한 절차에 따라 검사하고 평가하는 일
식별	IDNTF	Identification	N		Y	識別. 분별하여 알아봄
식별명	DN	Distinguished Name	N	명	N	식별 정보(DN: Distinguished Name)
식별자	IDTF	IDENTIFIER	N		Y	識別子
 특정한 객체나 엔티티를 지정하기 위한 하나 이상의 문자, 숫자, 혹은 특수 기호의
식품	FOOD	Food	N		Y	食品. 사람이 일상적으로 섭취하는 음식물을 통틀어 이르는 말
신고	DCLR	Declaration	N		Y	申告. 국민이 법령의 규정에 따라 일정한 사실을 진술ㆍ보고함
신고자	DCL	Declarer	N		Y	申告者. 신고하는 자
신구	NWD	NEW AND OLD	N		Y	新舊
 새것과 헌것을 아울러 이르는 말.
신규	NEW	New	N		Y	新規. 새로이 하는 일
신용카드	CRCD	Credit Card	N		Y	信用card. 상품이나 서비스의 대금 지급을 은행이 보증하여 일정 기간 뒤에 지급할 수 있
신청	APLY	Apply	N		Y	申請. 단체나 기관에 어떠한 일이나 물건을 알려 청구함
신청결과	APRS	APPLY RESULT	N		Y	申請結果
 신청에 대한 결과
신청서	APLD	APPLICATION DOCUMENT	N		N	申請書
 관청이나 기관, 단체에 대하여 어떤 사항을 요청하는 뜻을 나타내는 문서.
신청자	APLCNT	Applicant	N		Y	申請者. 관청이나 기관, 단체에 대하여 어떤 사항을 요청하는 사람
실적	PRFMNC	Performance	N		Y	實績. 실제로 이룬 업적이나 공적
실제	ACTL	Actual	N		Y	實際. 사실의 경우나 형편
실패	FAIL	Failure	N		Y	失敗. 일을 잘못하여 뜻한 대로 되지 아니하거나 그르침
실행	EXCN	Execution	N		Y	實行 실지로 행함. 컴퓨터를 명령어에 따라서 작동시키는 일
실행전	BFE	BEFORE EXECUTION	N		N	실행하기 전
심사	SRNG	Screening	N		Y	審査. 자세하게 조사하여 등급이나 당락 따위를 결정함
심의	DLBR	Deliberation	N		Y	審議. 심사하고 토의함
심의서	DLBDC	Deliberation Document	N		N	DELIBERATION(심의),DOCUMENT(문서)
심의회	DLCN	DELIBERATE COUNCIL	N		Y	審議會
 어떤 사항을 심의하기 위하여 모이는 회.
썸네일	THMNL	Thunbnail	N		N	IT : 페이지 전체의 레이아웃을 검토할 수 있게 페이지 전체를 작게 줄여 화면에 띄운 것
아이디	ID	ID	Y	명	Y	ID. 인터넷에서, 이용자의 신분을 증명할 수 있는 고유의 체계
아카이브키	ARCHIVE_KEY	ARCHIVE KEY	N		N	ALERO아카이브키(키는 height로 단어 등록이 되어 있어서 복합단어로 등록함. 아카이
아파트	APT	Apartment	N		Y	Apartment. 공동 주택 양식의 하나. 오 층 이상의 건물을 층마다 여러 집으로 일정
안건	AGND	Agenda	N		Y	案件. 토의하거나 조사하여야 할 사실
안내	GDNC	GUIDANCE	N		Y	案內
 어떤 내용이나 사정 등을 알림.
알고리즘	ALGR	ALGORITHM	N		N	어떤 문제를 해결하기 위한 방법을 규정하고 있는 정확한 규정
알람	ALM	Alarm	N		N	미리 정하여 놓은 조건에 맞추어 저절로 경고음이 나도록 되어 있는 장치
알칼리	ALK	ALKALI	N		N	물에 용해되었을 때 수산기(OH-)형태를 띠는 물질

비고 알칼리 성분은 산을 중화하기 위
암호	CIPHER	CIPHER	N		N	暗號 비밀을 유지하기 위하여 당사자끼리만 알 수 있도록 꾸민 약속 기호
암호화	ENCPT	Encryption	N		Y	暗號化. 통신할 내용을 일정한 체계에 따라 암호로 바꿈
압류	SZR	Seizure	N		Y	押留. 집행 기관에 의하여 채무자의 특정 재산에 대한 처분이 제한되는 강제 집행
압축	COMP	COMPRESSION	N		N	이미지의 저장이나 전송시 이미지 크기를 축소하기 위해 설계된 알고리즘. 압축 알고리즘이라고
액션	ACT	ACTION	N		N	(어떤 목적이나 문제 해결을 위한) 행동, 조치  (사람의) 동작
앨범	ALBM	ALBUM	N		Y	사진첩. 사진을 붙여 두기 위한, 두꺼운 종이로 만든 책.
약관	TRMS	Terms	N		Y	約款. 계약의 당사자가 다수의 상대편과 계약을 체결하기 위하여 일정한 형식에 의하여 미리 
약어	ABRV	ABBREVIATION	N		Y	略語 말 또는 단어의 일부분을 생략하여 간략화한 말.
약품	MDCN	Medicine	N		N	(의약품) medicine, drug
양성화	LGLZTN	Legalization	N		Y	陽性化. 어떤 사물 현상이 겉으로 드러남. 또는 사물 현상을 드러나게 함
양화	PSTV	POSITIVE	N		N	陽畵. 촬영을 한 음화 필름을 현상하여 인화한 필름을 통틀어 이르는 말
언어	LANG	LANGUAGE	N		Y	言語
 생각, 느낌 따위를 나타내거나 전달하는 데에 쓰는 음성, 문자 따위의 수단. 또는 
업로드	ULD	Upload	N		Y	컴퓨터 통신망을 통하여 다른 컴퓨터 시스템에 파일이나 자료를 전송하는 일
업무	TASK	Task	N		Y	業務. 직장 같은 곳에서 맡아서 하는 일
업무관리시스템	BMS	BUSINESS MANAGEMENT 
SYSTEM	N		N	행정(공공)기관이 업무처리의 전 과정을 과제관리카드 및 문서관리카드 등을 이용하여 전자적으
업무연속성계획	BCP	BUSINESS CONTINUITY PLAN	N		N	재난예방, 비상사태 대비, 재난대응과 회복, 그리고 업무의 중단이 발생하는 경우 업무재개과
업무영향분석	BIA	BUSINESS IMPACT ANALYSIS	N		N	조직의 각 부분에 심각한 업무중단이 발생한 경우에 조직의 평판을 포함하여 운영상, 재정상 
업종	TPBIZ	Type Of Business	N		Y	業種. 직업이나 영업의 종류
업체	BZENTY	Business Entity	N		Y	業體. 사업이나 기업의 주체
업태	BZSTAT	Business Status	N		Y	業態. 영업이나 사업의 실태
에뮬레이션	EMUL	EMULATION	N		N	원래의 소프트웨어 기능이 현재의 컴퓨터 환경에서 재생산될 수 있도록 하는 것으로 전자기록물
엑셀	EXCEL	Excel office software of Microsoft Corp.	N		N	Excel office software
여권번호	PNO	Passport Number	Y	여권번호	Y	旅券番號. 외국을 여행하는 국민에게 정부가 발급한 여권에 기재된 번호
여부	YN	Yes or No	Y	여부	Y	與否. 그러함과 그러하지 아니함
여유	MRGN	MARGIN	N		Y	餘裕
 물질적?공간적?시간적으로 넉넉하여 남음이 있는 상태.
역사	NHIS	NATIONAL HISTORY	N		N	인류 사회의 변천과 흥망의 과정 또는 그 기록
역자	TRLR	TRANSLATOR	N		Y	역자(譯者)[?짜][명사]번역한 사람.
역할	ROLE	ROLE	N		N	役割. 자기가 마땅히 하여야 할 맡은 바 직책이나 임무
연결	LNKG	Linkage	N		Y	連結. 사물과 사물을 서로 잇거나 현상과 현상이 관계를 맺게 함. 두 개의 프로그램을 결합
연계	LINK	Link	N		Y	連繫/聯繫. 어떤 일이나 사람과 관련하여 관계를 맺음. 또는 그 관계, 메인 루틴과 몇 개
연관	ASSC	ASSOCIATION	N		N	聯關
 사물이나 현상이 일정한 관계를 맺는 일.
연구	RSCH	RESEARCH	N		N	연구
연구자	RSCHR	RESEARCHER	N		N	연구자
연구참여자	RSCHPTC	RESEARCH PARTICIPANT	N		N	연구참여자 또는 공동연구자
연구책임자	RSCHDR	RESEARCH DIRECTOR	N		N	연구책임자 또는 책임연구자
연기	PSTP	POSTPONEMENT	N		Y	延期
 정해진 기한을 뒤로 물려서 늘림.
연도	YR	Year	Y	연도	Y	年度. 일정한 기간 단위로서의 그 해
연동	ILCK	INTERLOCK	N		Y	聯動
 기계나 장치 따위에서, 한 부분을 움직이면 연결되어 있는 다른 부분도 잇따라 함께 
연령	AGE	Age	Y	수	Y	年齡. 사람이나 동ㆍ식물 따위가 세상에 나서 살아온 햇수
연명	MNM	MULTIPLE NAME	N		N	다수인의 이름. 연쇄적인 이름들
연속간행물	SRPB	SERIAL, 
SERIAL PUBLICATION	N		N	정기적 혹은 부정기적으로 일정 기간을 두고 계속적으로 발간되는 간행물
연월	YM	Year and Month	Y	연월	Y	年月. 특정 연도와 월을 아울러 이르는 말
연장	EXTS	EXTENSION	N		Y	延長
 시간이나 거리 따위를 본래보다 길게 늘림.
연행	TTPS	TAKE TO A POLICE STATION	N		N	강제로 데리고 감. 특히 경찰관이 피의자를 체포하여 경찰서로 데리고 가는 일을 이른다.
열	COLM	COLUMN	N		N	행렬의 세로 열
열람	PRSL	Perusal	N		Y	閱覽. 책이나 문서 등을 죽 훑어보거나 조사하면서 봄
열람실	RDRM	READING ROOM	N		N	다양한 매체의 기록물을 일반인이 열람할 수 있도록 서비스를 제공하는 업무를 수행하는 장소
열람자	RDR	Reader	N		Y	閱覽者. 책이나 문서 등을 조사하거나 읽는 사람
열화	DTN	DETERIORATION	N		N	劣化 기록물의 주위 환경에 의하여 기록물이 상태의 변화 등 부분적인 손상은 있지만 내용 판
염료	DLQ	DYING LIQUID	N		N	종이, 가죽, 양피지 등과 같은 다양한 재료에 색상을 첨가하기 위해 사용되는 용매속의 물질
영구	PRMN	PERMANENCE	N		Y	永久
 어떤 상태가 시간상으로 무한히 이어짐.
영구기록관리시스템	AMS	ARCHIVES MANAGEMENT SYSTEM	N		N	영구기록물관리기관에서 영구기록물 관리를 전자적으로 수행하는 시스템
영구기록물관리기관	ARCHS	ARCHIVES	N		N	기록물의 영구보존에 필요한 시설 및 장비와 이를 운영하기 위한 전문 인력을 갖추고 기록물을
영문	ENG	English	N		Y	英文. 영어로 쓴 글 또는 영어를 표기하는 데 쓰는 문자
영어	ENGL	ENGLISH LANGUAGE	N		Y	英語 인도,유럽 어족 게르만 어파의 서게르만 어군에 속한 언어.
영역	RNG	RANGE	N		N	領域
 활동, 기능, 효과, 관심 따위가 미치는 일정한 범위.
예금주	DPSTR	Depositor	N		Y	預金主. 금융 기관에 예금을 한 경우, 해당 예금 계좌의 주인이 되는 사람
예비	PREP	PREPARATION	N		Y	豫備
 미리 준비함, 또는 그 준비
예비(임시)서고	TMPS	TEMPORARY STACK	N		N	기록물 업무처리를 위해 대기 중인 기록물을 보존하는 서고
예산	BGT	Budget	N		Y	豫算. 필요한 비용을 미리 헤아려 계산함. 또는 그 비용
예상	EXPC	EXPECTATION	N		Y	豫想
 어떤 일을 직접 당하기 전에 미리 생각하여 둠.
예시	EX	EXAMPLE	N		Y	例示
 예를 들어 보임
예약	RSVT	Reservation	N		Y	豫約. 미리 약속함. 또는 미리 정한 약속. 앞으로 일정한 계약을 맺을 것을 미리 약속하여
예정	PRNMNT	Prearrangement	N		Y	豫定. 앞으로 일어날 일이나 해야 할 일을 미리 정하거나 생각함
옛날	FTM	FORETIME	N		N	이미 지나간 어떤 날. 지난지 꽤 오래된 시기를 막연히 이르는 말    예) 옛날지명
오디오	AUD	AUDIO	N		N	음성 매체
오류	ERR	Error	N		Y	誤謬. 그릇되어 이치에 맞지 않는 일로 연산 처리 장치의 잘못된 동작이나 소프트웨어의 잘못
오프라인	OFLN	OFFLINE	N		N	장치들이 서로 접속할 능력을 가지고는 있지만 현재는 접속되어 있지 않은 상태
오픈소스	OPNS	OPEN SOURCE	N		N	소스코드나 표준을 공개하여 자유로운 개작, 재배포 등을 허용하면서도 저작권자의 권익을 보호
옥내	INDR	Indoor	N		Y	屋內. 집 또는 건물의 안
옥외	OTDR	Outdoor	N		Y	屋外. 집 또는 건물의 밖
온나라	ONNARA	Onnara service	N		N	온나라 서비스(Onnara service)는 대한민국 정부에서 행정안전부가 중앙행정기관과 
온도	TMPT	TEMPERATURE	N		Y	溫度
 덥고 찬 정도, 또는 그 도수.
온도적응서고	TAS	TEMPERATURE 
ADAPTATION  STACKS	N		N	컬러사진, 영화필름 등은 저온 보존하기 때문에 상온으로 이동하기 전 온도적응시간을 충분히 
온라인	ONLN	ONLINE	N		N	컴퓨터나 기타 주변장치들이 네트워크에 접속되어 있는 상태
옵션	OPTN	Option	N		N	option IT : 응용시스템에서 특정 기능을 실행할 때 선택할 수 있는 항목(검색 옵션
완료	CMPTN	Completion	N		Y	完了. 완전히 끝마침
완료자	CPLR	COMPLETER	N		Y	完了者
 완전히 끝마친 자.
외국	FRGN	FOREIGN	N		N	다른 나라
외국명	FNRN	FOREIGN COUNTRY NAME	N		Y	外國名
 대한민국 이외의 국가의 명칭
외국어	FGGG	FOREIGN LANGUAGE	N		Y	外國語
 다른 나라의 말.
외국인	FRGNR	Foreigner	N		Y	外國人. 우리나라의 국적을 갖지 않은 사람으로 법률상의 지위는 원칙적으로 한국인과 동일하지
외국인등록번호	FRNO	Foreigner Registration Number	Y	외국인등록번호	Y	外國人登錄番號. 국내에 입국일로 부터 90일을 초과하여 체류하는 외국인에게 부여하는 번호
외부	ETL	EXTERNAL	N		N	바깥, 외곽 등 내부와 반대되는 의미
외식	EATOUT	Eat Out	N		Y	外食. 집에서 직접 해 먹지 아니하고 밖에서 음식을 사 먹음. 또는 그런 식사
외필지	BYLT	Bylot	N		Y	外筆地. 대지가 둘 이상의 필지로 이루어진 경우에는 대표되는 지번 외 필지
요소	FCTR	FACTOR	N		Y	要素
 어떤 사물의 성립이나 효력 따위에 없어서는 안 될 근본적인 조건
요약	SMMR	SUMMARY	N		Y	要約
 말이나 글에서 중요한 것만을 추려 냄.
요주의	ATNT	Attention	N		Y	要注意. 각별한 주의가 필요함
요청	DMND	Demand	N		Y	要請. 필요한 어떤 일이나 행동을 청함. 또는 그런 청
요청자	RQSTR	Requester	N		Y	要請者. 필요한 어떤 일이나 행동을 청한 사람
용기	CTNR	CONTAINER	N		Y	容器
 물건을 담는 그릇
[법률정의] (고압가스 안전관리법) 고압가스를 충전하기 위한 것(
용도	USG	Usage	N		Y	用途. 쓰이는 길. 또는 쓰이는 곳
용도지역	ZNG	Zoning	N		Y	用途地域. 토지를 경제적/효율적으로 이용하고 공공복리의 증진을 도모하기 위하여 서로 중복되
용량	CPCT	CAPACITY	N		Y	容量 <컴퓨터> 저장할 수 있는 정보의 양
용적률	FART	Floor Area Ratio	Y	비율	Y	容積率. 대지 면적에 대한 건물 연면적(延面積)의 비율
우선순위	PRRT	PRIORITY	N		Y	優先順位
 어떤 것을 먼저 차지하거나 사용할 수 있는 차례나 위치.
우편번호	ZIP	Zip Code	Y	우편번호	Y	郵便番號. 우편물을 쉽게 분류하기 위하여 과학기술정보통신부에서 지역마다 매긴 번호
운영	OPER	Operation	N		Y	運營. 조직이나 기구, 사업체 따위를 운용하고 경영함. 어떤 대상을 관리하고 운용하여 나감
운전면허번호	DLN	Driver's License Number	Y	운전면허번호	Y	運轉免許番號. 도로에서 자동차나 오토바이 따위를 운전할 수 있는 자격을 관리하기 위해 매긴
워크플로우	WKFW	WORKFLOW	N		Y	조직의 의사결정, 부서간의 업무 과정 이해, 조직 분석, 그리고 작업 절차 등 전반적인 기
워터마크	WM	WATER MARK	N		N	워터마크
원도	WNDO	WONDO	N		N	예) 입력원도.   "입력년도"의 오타인지 확인 필요
원문	ORGD	ORIGINAL DOCUMENT	N		N	[原文] (베끼거나 번역한 것에 대하여) 본디의 글을 이르는 말. 본문
원본	ORGNL	Original	N		Y	原本. 베끼거나 고친 것에 대하여 근본이 되는 서류나 문건 따위
원산지	PLOR	The Place of Origin	N		Y	原産地. 물건의 생산지
원서	OGBK	ORIGINAL BOOK	N		N	번역되지 않은 본래의 원본 도서
원어	SRLN	SOURCE LANGUAGE	N		Y	원어(原語)[명사]번역하거나 고치거나 한 말의 본디의 말. 원말. 밑말. ↔역어(譯語).
원인	CAUS	CAUSE	N		Y	原因
 어떤 사물이나 상태를 변화시키거나 일으키게 하는 근본이 된 일이나 사건.
원저자	OATH	ORIGINAL AUTHOR	N		N	본래의 저자
원파일	ORGNFL	Original File	N		Y	原本file. 베끼거나 고친 것에 대하여 근본이 되는 하나의 단위로서 처리되는 서로 관련 
월	MM	Month	Y	월	Y	月. 한 달 동안, 달을 세는 단위
웹	WEB	WEB	N		Y	월드 와이드 웹의 준말. 세계 규모의 거미집 또는 거미집 모양의 망이라는 뜻으로, 하이퍼텍
웹기록물	WREC	WEB RECORDS	N		N	웹사이트에 포함된 모든 형태의 기록정보자료와 웹사이트 운영 및 구축과 관련된 관리정보
웹카피	WBCP	WEB COPY	N		N	인터넷 웹사이트의 내용을 복사함
위도	LAT	Latitude	Y	위도	Y	緯度. 지구 위의 위치를 나타내는 좌표축 중에서 가로로 된 것. 적도를 중심으로 하여 남북
위반	VLTN	Violation	N		Y	違反. 법률, 명령, 약속 등을 지키지 않고 어김.
위원	MBRC	Member of the committee	N		N	위원회의 구성 멤버
위원회	CMIT	COMMITTEE	N		Y	委員會
 특정한 목적 아래 위원으로써 구성된 합의체
[법률정의] (당정협조업무 운영규정) 
위촉	ENTRST	Entrusting	N		Y	委囑. 어떤 일을 남에게 부탁하여 맡게 함
위치	PSTN	Position	N		Y	位置. 일정한 곳에 자리를 차지함. 또는 그 자리
위험	RSK	RISK	N		N	조직의 보호대상이 되는 유·무형의 자산에 손실 또는 부정적인 영향을 미칠 가능성
위험관리	RSKM	RISK MANAGEMENT	N		N	보호대상이 되는 유·무형의 자산이 직면할 수 있는 위험을 조직이 감당할 수 있는 일정수준 
위험분석	RSKA	RISK ANLAYSIS	N		N	보호대상, 위협, 취약성, 기존 보호대책 등을 분석하여 위험의 종류와 규모를 결정하는 일련
위험평가	RSKAS	RISK ASSESSMENT	N		N	발생 가능성이 있는 재난과 비상사태를 사전에 식별하여 해당 기관에 어떤 피해를 입힐 수 있
유리원판	GLPL	GLASS PLATE	N		N	비활성 투명 유리 기록매체. 유리는 네가티브와 포지티브 유제층 지지체로 이상적이나 무게나 
유무	ENNC	EXISTENCE AND NONEXISTENCE	Y		Y	有無
 있음과 없음.
유선	WRD	Wired	N		Y	有線. 전선에 의한 통신 방식
유의사항	CTCMT	CAUTION COMMENT	N		N	주의 또는 유의해야 하는 사항
유지	KP	KEEPING	N		N	계속하여 지속함
유출	EFFL	EFFLUX	N		Y	流出
 귀중한 물품이나 정보 따위가 불법적으로 나라나 조직의 밖으로 나가 버림.
유통	RTL	Retail	N		Y	流通. 화폐나 물품 따위가 세상에서 널리 쓰임.
유형	TYPE	Type	N		Y	類型. 성질이나 특징 따위가 공통적인 것끼리 묶은 하나의 틀. 또는 그 틀에 속하는 것
유효	VLD	Validity	N		Y	有效. 보람이나 효과가 있음, 법률적 행위가 당사자나 법률이 의도한 본래의 효과가 있음
유효성	VLDT	VALIDITY	N		N	有效性 값이 타당한지 여부. 실효성,효력
유효성검사	VDIS	VALIDITY INSPECTION	N		N	유효성을 검사함
육안	NKE	NAKED EYE	N		N	안경이나 망원경, 현미경 따위를 이용하지 아니하고 직접 보는 눈.
육안검수	EYCH	EYE CHECKING	N		N	눈으로 직접 보고 검수함
은행	BANK	Bank	N		Y	銀行. 예금을 받아 그 돈을 자금으로 하여 대출, 어음 거래, 증권의 인수 따위를 업무로 
을	THEB	THE B	N		N	차례나 등급을 매길 때 둘째를 이르는 말. 둘 이상의 사물이 있을 때 그중 하나를 가리키는
음향	SOND	SOUND	N		Y	音響
 소리의 울림. 울리어 귀로 느끼게 되는 소리.
음화	NGTV	NEGATIVE	N		N	陰?. 사진의 건판(乾板)에 감광시켜 현상한 모양.
읍면동	EMD	Eup/Myun/Dong	N		Y	邑面洞. 행정 구역 단위인 ‘읍’과 ‘면’과 ‘동’을 아울러 이르는 말
응답	RSPNS	Response	N		Y	應答. 부름이나 물음에 응하여 답함
응답자	RSPDNT	Respondent	N		Y	應答者. 부름이나 물음에 응답하는 사람
응모자	ENTRY	ENTRY	N		N	공개 모집에 응하는 사람
응용	PRCT	PRACTICE	N		Y	應用
 어떤 이론이나 이미 얻은 지식을 구체적인 개개의 사례나 다른 분야의 일에 적용시켜 
의견	OPNN	Opinion	N		Y	意見. 어떤 대상에 대하여 가지는 생각
의견조회	OPIN	OPINION INQUIRY	N		Y	민원의 법령해석에 관한 질의, 건의성 민원등 주무부서의 의견.결정이 필요한 경우 해당부서에
의결	DESCN	Decision	N		N	議決 명사 의논하여 결정함. 또는 그런 결정
의뢰	RQST	Request	N		Y	依賴. 굳게 믿고 의지함. 남에게 부탁함
의뢰서	RQDC	REQUEST DOCUMENT	N		Y	依賴書
 어떤 일을 남에게 부탁하는 내용을 적은 글.
의료	MDLCR	Medical Care	N		Y	醫療. 의술로 병을 고침. 또는 그런 일
의무	DUTY	DUTY	N		Y	義務
 규범에 의하여 부과되는 부담이나 구속.
의미	MNNG	Meaning	Y	내용	Y	意味. 말이나 글의 뜻
의사	DR	Doctor	N		Y	醫師. 일정한 자격을 가지고 병을 고치는 것을 직업으로 하는 사람
이관	TRNSF	Transfer	N		Y	移管. 관할을 옮김. 또는 옮기어 관할함
이내	WTHN	Within	N		Y	以內. 일정한 범위나 한도의 안. 시간, 거리, 수량 따위를 나타낼 때에 두루 씀
이동	MVMN	Movement	N		Y	移動. 움직여 옮김. 또는 움직여 자리를 바꿈
이동식서가	MSH	MOBILE RACKS; 
MOBILE SHELVING	N		N	기록물을 서고에 밀집시켜 보존하기 위하여 이동이 가능하도록 제작한 서가
이력	HSTRY	History	N		Y	履歷. 지금까지 거쳐 온 학업, 직업, 경험 등의 내력
이메일	EML	Email	N		Y	컴퓨터의 단말기 이용자끼리 통신 회선을 이용하여 주고받는 글
이메일주소	EMLADR	EMAIL ADDRESS	Y		N	컴퓨터 통신망을 통해서 메시지를 전송하는 것,또는 전송된 메시지를 관리하는 주
이미지	IMG	Image	N		Y	Image. 시각적으로 표현하기 위하여 제공된 그래픽 콘텐츠. 이미지는 픽셀의 조합으로 구
이상	ABNR	ABNORMAL	N		Y	異常
 비정상의,  예외적인; 변칙의
이슈페이퍼	ISSPR	ISSUE PAPER	N		N	이슈 보고서, 이슈 페이퍼
이완	RLX	RELAXATION	N		N	기록물에 발생한 접히거나 주름진 자국, 비틀림 등을 제거하기 위해 변형이나 손상 없이 기록
이용	UTZTN	Utilization	N		Y	利用. 대상을 필요에 따라 이롭게 씀
이의	OBJC	Objection	N		Y	異議. 다른 의견이나 논의, 민법에서 타인의 행위에 대하여 반대 또는 불복의 의사를 표시하
이자	INT	Interest Charge	Y	금액	Y	利子. 남에게 돈을 빌려 쓴 대가로 치르는 일정한 비율의 돈
이전	BFR	Before	N		Y	以前. 기준이 되는 때를 포함하여 그보다 앞
이후	AFTR	After	N		Y	以後. 기준이 되는 때를 포함하여 그보다 뒤
인	HYMN	HUMAN	N		N	人
사람인
인가	SNCN	Sanction	N		Y	認可. 인정하여 허가함
